"size_iter","samples","cm","iter","acc","auc"
2,49,"svmrad","46",0.8,0.791666666666667
2,49,"rf","46",0.8,0.791666666666667
2,49,"l2","47",0.6,0.5
2,49,"l1","47",0.6,0.5
2,49,"svmsig","47",0.6,0.0416666666666667
2,49,"svmrad","47",0.8,0.958333333333333
2,49,"rf","47",0.7,0.708333333333333
2,49,"l2","48",0.7,0.791666666666667
2,49,"l1","48",0.8,0.833333333333333
2,49,"svmsig","48",0.8,0.791666666666667
2,49,"svmrad","48",0.8,0.791666666666667
2,49,"rf","48",0.7,0.708333333333333
2,49,"l2","49",0.666666666666667,0.722222222222222
2,49,"l1","49",0.777777777777778,0.555555555555556
2,49,"svmsig","49",0.777777777777778,0.888888888888889
2,49,"svmrad","49",0.777777777777778,0.888888888888889
2,49,"rf","49",0.888888888888889,0.833333333333333
2,49,"l2","50",0.7,0.416666666666667
2,49,"l1","50",0.6,0.5
2,49,"svmsig","50",0.5,0.5
2,49,"svmrad","50",0.6,0.5
2,49,"rf","50",0.6,0.458333333333333
3,45,"l2","1",0.666666666666667,0.722222222222222
3,45,"l1","1",0.444444444444444,0.444444444444444
3,45,"svmsig","1",0.777777777777778,0.722222222222222
3,45,"svmrad","1",0.666666666666667,0.722222222222222
3,45,"rf","1",0.666666666666667,0.722222222222222
3,45,"l2","2",0.555555555555556,0.95
3,45,"l1","2",0.555555555555556,0.9
3,45,"svmsig","2",0.555555555555556,0.05
3,45,"svmrad","2",0.555555555555556,0.05
3,45,"rf","2",0.666666666666667,0.8
3,45,"l2","3",0.555555555555556,0.6
3,45,"l1","3",0.555555555555556,0.5
3,45,"svmsig","3",0.555555555555556,0.65
3,45,"svmrad","3",0.555555555555556,0.65
3,45,"rf","3",0.666666666666667,0.7
3,45,"l2","4",0.6,0.5
3,45,"l1","4",0.6,0.5
3,45,"svmsig","4",0.9,0.875
3,45,"svmrad","4",0.6,0.875
3,45,"rf","4",0.9,0.833333333333333
3,45,"l2","5",0.625,0.666666666666667
3,45,"l1","5",0.625,0.733333333333333
3,45,"svmsig","5",0.625,0.666666666666667
3,45,"svmrad","5",0.875,0.666666666666667
3,45,"rf","5",0.625,0.4
3,45,"l2","6",0.777777777777778,0.666666666666667
3,45,"l1","6",0.666666666666667,0.611111111111111
3,45,"svmsig","6",0.666666666666667,0.333333333333333
3,45,"svmrad","6",0.777777777777778,0.666666666666667
3,45,"rf","6",0.777777777777778,0.805555555555556
3,45,"l2","7",0.555555555555556,0.8
3,45,"l1","7",0.555555555555556,0.5
3,45,"svmsig","7",0.555555555555556,0.05
3,45,"svmrad","7",0.555555555555556,0.95
3,45,"rf","7",0.666666666666667,0.8
3,45,"l2","8",0.5,0.333333333333333
3,45,"l1","8",0.3,0.458333333333333
3,45,"svmsig","8",0.5,0.416666666666667
3,45,"svmrad","8",0.5,0.416666666666667
3,45,"rf","8",0.4,0.541666666666667
3,45,"l2","9",0.625,0.6
3,45,"l1","9",0.625,0.5
3,45,"svmsig","9",0.5,0.6
3,45,"svmrad","9",0.625,0.6
3,45,"rf","9",0.625,0.533333333333333
3,45,"l2","10",0.555555555555556,0.5
3,45,"l1","10",0.555555555555556,0.5
3,45,"svmsig","10",0.555555555555556,1
3,45,"svmrad","10",0.555555555555556,1
3,45,"rf","10",0.555555555555556,1
3,45,"l2","11",0.555555555555556,0.5
3,45,"l1","11",0.555555555555556,0.5
3,45,"svmsig","11",0.666666666666667,0.6
3,45,"svmrad","11",0.666666666666667,0.6
3,45,"rf","11",0.555555555555556,0.5
3,45,"l2","12",0.555555555555556,0.9
3,45,"l1","12",0.888888888888889,0.8
3,45,"svmsig","12",0.555555555555556,0.95
3,45,"svmrad","12",0.555555555555556,0.95
3,45,"rf","12",0.666666666666667,0.8
3,45,"l2","13",0.777777777777778,0.5
3,45,"l1","13",0.555555555555556,0.611111111111111
3,45,"svmsig","13",0.555555555555556,0.611111111111111
3,45,"svmrad","13",0.555555555555556,0.611111111111111
3,45,"rf","13",0.666666666666667,0.5
3,45,"l2","14",0.555555555555556,0.65
3,45,"l1","14",0.555555555555556,0.4
3,45,"svmsig","14",0.666666666666667,0.8
3,45,"svmrad","14",0.666666666666667,0.8
3,45,"rf","14",0.555555555555556,0.55
3,45,"l2","15",0.777777777777778,0.5
3,45,"l1","15",0.666666666666667,0.5
3,45,"svmsig","15",0.777777777777778,0.5
3,45,"svmrad","15",0.666666666666667,0.5
3,45,"rf","15",0.555555555555556,0.333333333333333
3,45,"l2","16",0.6,0.291666666666667
3,45,"l1","16",0.5,0.458333333333333
3,45,"svmsig","16",0.5,0.291666666666667
3,45,"svmrad","16",0.5,0.291666666666667
3,45,"rf","16",0.5,0.458333333333333
3,45,"l2","17",0.555555555555556,0.5
3,45,"l1","17",0.555555555555556,0.5
3,45,"svmsig","17",0.444444444444444,0.45
3,45,"svmrad","17",0.555555555555556,0.45
3,45,"rf","17",0.555555555555556,0.6
3,45,"l2","18",0.75,0.733333333333333
3,45,"l1","18",0.875,0.866666666666667
3,45,"svmsig","18",0.625,0.2
3,45,"svmrad","18",0.75,0.8
3,45,"rf","18",0.75,0.8
3,45,"l2","19",0.625,0.666666666666667
3,45,"l1","19",0.625,0.666666666666667
3,45,"svmsig","19",0.625,0.666666666666667
3,45,"svmrad","19",0.75,0.666666666666667
3,45,"rf","19",0.75,0.733333333333333
3,45,"l2","20",0.6,0.5
3,45,"l1","20",0.6,0.75
3,45,"svmsig","20",0.7,0.875
3,45,"svmrad","20",0.6,0.875
3,45,"rf","20",0.8,0.791666666666667
3,45,"l2","21",0.6,0.5
3,45,"l1","21",0.6,0.5
3,45,"svmsig","21",0.5,0.541666666666667
3,45,"svmrad","21",0.6,0.541666666666667
3,45,"rf","21",0.5,0.5
3,45,"l2","22",0.625,0.6
3,45,"l1","22",0.625,0.8
3,45,"svmsig","22",0.625,0.733333333333333
3,45,"svmrad","22",0.625,0.733333333333333
3,45,"rf","22",0.625,0.466666666666667
3,45,"l2","23",0.625,0.8
3,45,"l1","23",0.625,0.4
3,45,"svmsig","23",0.625,0.8
3,45,"svmrad","23",0.75,0.8
3,45,"rf","23",0.75,0.666666666666667
3,45,"l2","24",0.7,0.5
3,45,"l1","24",0.6,0.583333333333333
3,45,"svmsig","24",0.6,0.583333333333333
3,45,"svmrad","24",0.6,0.583333333333333
3,45,"rf","24",0.7,0.666666666666667
3,45,"l2","25",0.555555555555556,0.8
3,45,"l1","25",0.555555555555556,0.65
3,45,"svmsig","25",0.555555555555556,0.7
3,45,"svmrad","25",0.555555555555556,0.7
3,45,"rf","25",0.555555555555556,0.9
3,45,"l2","26",0.888888888888889,0.777777777777778
3,45,"l1","26",0.777777777777778,0.777777777777778
3,45,"svmsig","26",0.666666666666667,0.722222222222222
3,45,"svmrad","26",0.555555555555556,0.722222222222222
3,45,"rf","26",0.555555555555556,0.722222222222222
3,45,"l2","27",0.625,0.666666666666667
3,45,"l1","27",0.625,0.5
3,45,"svmsig","27",0.625,0.733333333333333
3,45,"svmrad","27",0.625,0.733333333333333
3,45,"rf","27",0.625,0.466666666666667
3,45,"l2","28",0.333333333333333,0.35
3,45,"l1","28",0.555555555555556,0.5
3,45,"svmsig","28",0.444444444444444,0.3
3,45,"svmrad","28",0.444444444444444,0.3
3,45,"rf","28",0.333333333333333,0.5
3,45,"l2","29",0.6,0.625
3,45,"l1","29",0.6,0.5
3,45,"svmsig","29",0.7,0.5
3,45,"svmrad","29",0.7,0.5
3,45,"rf","29",0.7,0.458333333333333
3,45,"l2","30",0.555555555555556,0.5
3,45,"l1","30",0.777777777777778,0.75
3,45,"svmsig","30",0.555555555555556,0.85
3,45,"svmrad","30",0.666666666666667,0.85
3,45,"rf","30",0.555555555555556,0.8
3,45,"l2","31",0.6,0.625
3,45,"l1","31",0.6,0.5
3,45,"svmsig","31",0.6,0.708333333333333
3,45,"svmrad","31",0.6,0.708333333333333
3,45,"rf","31",0.7,0.666666666666667
3,45,"l2","32",0.555555555555556,0.611111111111111
3,45,"l1","32",0.444444444444444,0.444444444444444
3,45,"svmsig","32",0.555555555555556,0.555555555555556
3,45,"svmrad","32",0.555555555555556,0.555555555555556
3,45,"rf","32",0.555555555555556,0.444444444444444
3,45,"l2","33",0.555555555555556,0.75
3,45,"l1","33",0.555555555555556,0.5
3,45,"svmsig","33",0.666666666666667,0.7
3,45,"svmrad","33",0.666666666666667,0.7
3,45,"rf","33",0.666666666666667,0.7
3,45,"l2","34",0.555555555555556,0.7
3,45,"l1","34",0.666666666666667,0.6
3,45,"svmsig","34",0.555555555555556,0.7
3,45,"svmrad","34",0.666666666666667,0.7
3,45,"rf","34",0.666666666666667,0.75
3,45,"l2","35",0.625,0.5
3,45,"l1","35",0.5,0.4
3,45,"svmsig","35",0.625,0.466666666666667
3,45,"svmrad","35",0.625,0.466666666666667
3,45,"rf","35",0.5,0.6
3,45,"l2","36",0.555555555555556,0.65
3,45,"l1","36",0.555555555555556,0.5
3,45,"svmsig","36",0.555555555555556,0.7
3,45,"svmrad","36",0.555555555555556,0.7
3,45,"rf","36",0.555555555555556,0.65
3,45,"l2","37",0.6,0.916666666666667
3,45,"l1","37",0.6,0.5
3,45,"svmsig","37",0.8,0.833333333333333
3,45,"svmrad","37",0.8,0.833333333333333
3,45,"rf","37",0.7,0.875
3,45,"l2","38",0.625,0.666666666666667
3,45,"l1","38",0.75,0.6
3,45,"svmsig","38",0.625,0.533333333333333
3,45,"svmrad","38",0.625,0.533333333333333
3,45,"rf","38",0.5,0.733333333333333
3,45,"l2","39",0.75,0.733333333333333
3,45,"l1","39",0.625,0.8
3,45,"svmsig","39",0.75,0.8
3,45,"svmrad","39",0.625,0.8
3,45,"rf","39",0.75,0.8
3,45,"l2","40",0.6,0.791666666666667
3,45,"l1","40",0.7,0.791666666666667
3,45,"svmsig","40",0.6,0.833333333333333
3,45,"svmrad","40",0.6,0.833333333333333
3,45,"rf","40",0.6,0.583333333333333
3,45,"l2","41",0.444444444444444,0.5
3,45,"l1","41",0.555555555555556,0.5
3,45,"svmsig","41",0.444444444444444,0.45
3,45,"svmrad","41",0.555555555555556,0.45
3,45,"rf","41",0.444444444444444,0.65
3,45,"l2","42",0.75,0.733333333333333
3,45,"l1","42",0.625,0.666666666666667
3,45,"svmsig","42",0.75,0.733333333333333
3,45,"svmrad","42",0.75,0.733333333333333
3,45,"rf","42",0.625,0.666666666666667
3,45,"l2","43",0.6,0.708333333333333
3,45,"l1","43",0.8,0.75
3,45,"svmsig","43",0.6,0.75
3,45,"svmrad","43",0.6,0.75
3,45,"rf","43",0.8,0.75
3,45,"l2","44",0.75,0.733333333333333
3,45,"l1","44",0.875,0.8
3,45,"svmsig","44",0.75,0.666666666666667
3,45,"svmrad","44",0.75,0.666666666666667
3,45,"rf","44",0.75,0.933333333333333
3,45,"l2","45",0.6,0.875
3,45,"l1","45",0.7,0.75
3,45,"svmsig","45",0.7,0.875
3,45,"svmrad","45",0.8,0.875
3,45,"rf","45",0.7,0.875
3,45,"l2","46",0.75,1
3,45,"l1","46",0.375,0.533333333333333
3,45,"svmsig","46",0.75,0.933333333333333
3,45,"svmrad","46",0.875,0.933333333333333
3,45,"rf","46",0.875,1
3,45,"l2","47",0.666666666666667,0.5
3,45,"l1","47",0.666666666666667,0.5
3,45,"svmsig","47",0.666666666666667,0.0555555555555555
3,45,"svmrad","47",0.666666666666667,0.944444444444445
3,45,"rf","47",0.888888888888889,1
3,45,"l2","48",0.555555555555556,0.5
3,45,"l1","48",0.555555555555556,0.5
3,45,"svmsig","48",0.555555555555556,0.6
3,45,"svmrad","48",0.666666666666667,0.6
3,45,"rf","48",0.777777777777778,0.55
3,45,"l2","49",0.444444444444444,0.1
3,45,"l1","49",0.333333333333333,0.3
3,45,"svmsig","49",0.111111111111111,0.05
3,45,"svmrad","49",0.111111111111111,0.05
3,45,"rf","49",0.222222222222222,0.25
3,45,"l2","50",0.6,0.75
3,45,"l1","50",0.6,0.666666666666667
3,45,"svmsig","50",0.6,0.708333333333333
3,45,"svmrad","50",0.6,0.708333333333333
3,45,"rf","50",0.6,0.75
4,42,"l2","1",0.625,0.8
4,42,"l1","1",0.625,0.5
4,42,"svmsig","1",0.625,0.866666666666667
4,42,"svmrad","1",0.625,0.866666666666667
4,42,"rf","1",0.75,0.666666666666667
4,42,"l2","2",0.75,0.866666666666667
4,42,"l1","2",0.625,0.5
4,42,"svmsig","2",0.75,0.866666666666667
4,42,"svmrad","2",0.75,0.866666666666667
4,42,"rf","2",0.875,0.933333333333333
4,42,"l2","3",0.333333333333333,0.35
4,42,"l1","3",0.555555555555556,0.45
4,42,"svmsig","3",0.333333333333333,0.45
4,42,"svmrad","3",0.444444444444444,0.45
4,42,"rf","3",0.333333333333333,0.4
4,42,"l2","4",0.555555555555556,0.5
4,42,"l1","4",0.555555555555556,0.5
4,42,"svmsig","4",0.555555555555556,0.2
4,42,"svmrad","4",0.555555555555556,0.8
4,42,"rf","4",0.666666666666667,0.75
4,42,"l2","5",0.625,0.5
4,42,"l1","5",0.625,0.5
4,42,"svmsig","5",0.625,0.8
4,42,"svmrad","5",0.625,0.8
4,42,"rf","5",0.625,0.6
4,42,"l2","6",0.625,0.733333333333333
4,42,"l1","6",0.625,0.5
4,42,"svmsig","6",0.625,0.733333333333333
4,42,"svmrad","6",0.75,0.733333333333333
4,42,"rf","6",0.625,0.8
4,42,"l2","7",0.555555555555556,0.55
4,42,"l1","7",0.444444444444444,0.5
4,42,"svmsig","7",0.555555555555556,0.65
4,42,"svmrad","7",0.444444444444444,0.65
4,42,"rf","7",0.444444444444444,0.35
4,42,"l2","8",0.625,0.5
4,42,"l1","8",0.625,0.5
4,42,"svmsig","8",0.625,0.6
4,42,"svmrad","8",0.625,0.6
4,42,"rf","8",0.75,0.8
4,42,"l2","9",0.625,0.733333333333333
4,42,"l1","9",0.625,0.5
4,42,"svmsig","9",0.75,0.8
4,42,"svmrad","9",0.75,0.8
4,42,"rf","9",0.875,0.8
4,42,"l2","10",0.555555555555556,0.7
4,42,"l1","10",0.555555555555556,0.5
4,42,"svmsig","10",0.555555555555556,0.8
4,42,"svmrad","10",0.888888888888889,0.8
4,42,"rf","10",0.666666666666667,0.65
4,42,"l2","11",0.555555555555556,0.5
4,42,"l1","11",0.444444444444444,0.6
4,42,"svmsig","11",0.555555555555556,0.7
4,42,"svmrad","11",0.555555555555556,0.7
4,42,"rf","11",0.666666666666667,0.6
4,42,"l2","12",0.625,0.5
4,42,"l1","12",0.625,0.5
4,42,"svmsig","12",0.625,1
4,42,"svmrad","12",0.625,0
4,42,"rf","12",0.875,0.866666666666667
4,42,"l2","13",0.625,0.6
4,42,"l1","13",0.5,0.666666666666667
4,42,"svmsig","13",0.5,0.666666666666667
4,42,"svmrad","13",0.5,0.666666666666667
4,42,"rf","13",0.375,0.6
4,42,"l2","14",0.555555555555556,0.7
4,42,"l1","14",0.555555555555556,0.55
4,42,"svmsig","14",0.555555555555556,0.4
4,42,"svmrad","14",0.555555555555556,0.6
4,42,"rf","14",0.444444444444444,0.6
4,42,"l2","15",0.625,0.6
4,42,"l1","15",0.625,0.5
4,42,"svmsig","15",0.5,0.6
4,42,"svmrad","15",0.625,0.6
4,42,"rf","15",0.5,0.333333333333333
4,42,"l2","16",0.666666666666667,0.7
4,42,"l1","16",0.666666666666667,0.85
4,42,"svmsig","16",0.666666666666667,0.65
4,42,"svmrad","16",0.666666666666667,0.65
4,42,"rf","16",0.777777777777778,0.9
4,42,"l2","17",0.555555555555556,0.5
4,42,"l1","17",0.555555555555556,0.5
4,42,"svmsig","17",0.555555555555556,0.6
4,42,"svmrad","17",0.555555555555556,0.6
4,42,"rf","17",0.555555555555556,0.65
4,42,"l2","18",0.625,0.5
4,42,"l1","18",0.625,0.5
4,42,"svmsig","18",0.625,0.866666666666667
4,42,"svmrad","18",0.75,0.866666666666667
4,42,"rf","18",0.75,0.8
4,42,"l2","19",0.375,0.466666666666667
4,42,"l1","19",0.625,0.466666666666667
4,42,"svmsig","19",0.375,0.333333333333333
4,42,"svmrad","19",0.5,0.333333333333333
4,42,"rf","19",0.5,0.533333333333333
4,42,"l2","20",0.75,0.666666666666667
4,42,"l1","20",0.625,0.5
4,42,"svmsig","20",0.75,0.666666666666667
4,42,"svmrad","20",0.625,0.666666666666667
4,42,"rf","20",0.75,0.6
4,42,"l2","21",0.333333333333333,0.45
4,42,"l1","21",0.555555555555556,0.5
4,42,"svmsig","21",0.444444444444444,0.4
4,42,"svmrad","21",0.444444444444444,0.4
4,42,"rf","21",0.444444444444444,0.25
4,42,"l2","22",0.625,0.666666666666667
4,42,"l1","22",0.625,0.5
4,42,"svmsig","22",0.75,0.866666666666667
4,42,"svmrad","22",0.75,0.866666666666667
4,42,"rf","22",0.625,0.8
4,42,"l2","23",0.625,0.533333333333333
4,42,"l1","23",0.625,0.5
4,42,"svmsig","23",0.5,0.6
4,42,"svmrad","23",0.5,0.6
4,42,"rf","23",0.5,0.6
4,42,"l2","24",0.625,0.5
4,42,"l1","24",0.625,0.5
4,42,"svmsig","24",0.75,1
4,42,"svmrad","24",0.75,1
4,42,"rf","24",0.625,0.8
4,42,"l2","25",0.555555555555556,0.6
4,42,"l1","25",0.555555555555556,0.1
4,42,"svmsig","25",0.666666666666667,0.4
4,42,"svmrad","25",0.555555555555556,0.6
4,42,"rf","25",0.777777777777778,0.65
4,42,"l2","26",0.444444444444444,0.55
4,42,"l1","26",0.555555555555556,0.75
4,42,"svmsig","26",0.555555555555556,0.5
4,42,"svmrad","26",0.555555555555556,0.5
4,42,"rf","26",0.555555555555556,0.6
4,42,"l2","27",0.625,0.6
4,42,"l1","27",0.625,0.5
4,42,"svmsig","27",0.5,0.6
4,42,"svmrad","27",0.5,0.6
4,42,"rf","27",0.75,0.733333333333333
4,42,"l2","28",0.555555555555556,0.4
4,42,"l1","28",0.555555555555556,0.5
4,42,"svmsig","28",0.555555555555556,0.45
4,42,"svmrad","28",0.555555555555556,0.45
4,42,"rf","28",0.555555555555556,0.3
4,42,"l2","29",0.625,0.5
4,42,"l1","29",0.625,0.5
4,42,"svmsig","29",0.625,0.733333333333333
4,42,"svmrad","29",0.5,0.733333333333333
4,42,"rf","29",0.75,0.8
4,42,"l2","30",0.625,0.5
4,42,"l1","30",0.625,0.5
4,42,"svmsig","30",0.625,0.333333333333333
4,42,"svmrad","30",0.625,0.333333333333333
4,42,"rf","30",0.625,0.8
4,42,"l2","31",0.625,0.5
4,42,"l1","31",0.625,0.5
4,42,"svmsig","31",0.625,0.533333333333333
4,42,"svmrad","31",0.625,0.533333333333333
4,42,"rf","31",0.625,0.733333333333333
4,42,"l2","32",0.555555555555556,0.6
4,42,"l1","32",0.444444444444444,0.375
4,42,"svmsig","32",0.555555555555556,0.4
4,42,"svmrad","32",0.555555555555556,0.6
4,42,"rf","32",0.555555555555556,0.7
4,42,"l2","33",0.625,0.733333333333333
4,42,"l1","33",0.625,0.5
4,42,"svmsig","33",0.625,0.666666666666667
4,42,"svmrad","33",0.625,0.666666666666667
4,42,"rf","33",0.625,0.533333333333333
4,42,"l2","34",0.555555555555556,0.5
4,42,"l1","34",0.555555555555556,0.5
4,42,"svmsig","34",0.555555555555556,0.5
4,42,"svmrad","34",0.666666666666667,0.5
4,42,"rf","34",0.777777777777778,0.6
4,42,"l2","35",0.625,1
4,42,"l1","35",0.625,0.5
4,42,"svmsig","35",0.625,0.933333333333333
4,42,"svmrad","35",0.625,0.933333333333333
4,42,"rf","35",0.875,0.866666666666667
4,42,"l2","36",0.555555555555556,0.5
4,42,"l1","36",0.555555555555556,0.5
4,42,"svmsig","36",0.666666666666667,0.45
4,42,"svmrad","36",0.555555555555556,0.45
4,42,"rf","36",0.555555555555556,0.55
4,42,"l2","37",0.25,0.333333333333333
4,42,"l1","37",0.25,0.266666666666667
4,42,"svmsig","37",0.125,0.333333333333333
4,42,"svmrad","37",0.125,0.333333333333333
4,42,"rf","37",0.125,0.266666666666667
4,42,"l2","38",0.555555555555556,0.5
4,42,"l1","38",0.555555555555556,0.45
4,42,"svmsig","38",0.555555555555556,0.8
4,42,"svmrad","38",0.555555555555556,0.8
4,42,"rf","38",0.777777777777778,0.8
4,42,"l2","39",0.625,0.5
4,42,"l1","39",0.625,0.5
4,42,"svmsig","39",0.625,0.466666666666667
4,42,"svmrad","39",0.625,0.466666666666667
4,42,"rf","39",0.625,0.6
4,42,"l2","40",0.625,0.6
4,42,"l1","40",0.625,0.5
4,42,"svmsig","40",0.75,0.466666666666667
4,42,"svmrad","40",0.625,0.466666666666667
4,42,"rf","40",0.75,0.666666666666667
4,42,"l2","41",0.625,0.2
4,42,"l1","41",0.625,0.5
4,42,"svmsig","41",0.5,0.2
4,42,"svmrad","41",0.375,0.2
4,42,"rf","41",0.5,0.6
4,42,"l2","42",0.625,0.6
4,42,"l1","42",0.625,0.266666666666667
4,42,"svmsig","42",0.75,0.733333333333333
4,42,"svmrad","42",0.625,0.733333333333333
4,42,"rf","42",0.75,0.666666666666667
4,42,"l2","43",0.555555555555556,0.7
4,42,"l1","43",0.555555555555556,0.5
4,42,"svmsig","43",0.555555555555556,0.7
4,42,"svmrad","43",0.555555555555556,0.7
4,42,"rf","43",0.555555555555556,0.65
4,42,"l2","44",0.625,0.5
4,42,"l1","44",0.625,0.5
4,42,"svmsig","44",0.625,0.0666666666666667
4,42,"svmrad","44",0.75,0.933333333333333
4,42,"rf","44",0.875,1
4,42,"l2","45",0.555555555555556,0.8
4,42,"l1","45",0.666666666666667,0.65
4,42,"svmsig","45",0.555555555555556,0.7
4,42,"svmrad","45",0.666666666666667,0.7
4,42,"rf","45",0.444444444444444,0.8
4,42,"l2","46",0.625,0.533333333333333
4,42,"l1","46",0.625,0.5
4,42,"svmsig","46",0.75,0.533333333333333
4,42,"svmrad","46",0.625,0.533333333333333
4,42,"rf","46",0.625,0.733333333333333
4,42,"l2","47",0.625,0.733333333333333
4,42,"l1","47",0.625,0.5
4,42,"svmsig","47",0.625,0.8
4,42,"svmrad","47",0.75,0.8
4,42,"rf","47",0.625,0.733333333333333
4,42,"l2","48",0.555555555555556,0.85
4,42,"l1","48",0.333333333333333,0.3
4,42,"svmsig","48",0.444444444444444,0.25
4,42,"svmrad","48",0.555555555555556,0.75
4,42,"rf","48",0.777777777777778,0.7
4,42,"l2","49",0.625,0.733333333333333
4,42,"l1","49",0.625,0.5
4,42,"svmsig","49",0.625,0.466666666666667
4,42,"svmrad","49",0.5,0.466666666666667
4,42,"rf","49",0.625,0.533333333333333
4,42,"l2","50",0.555555555555556,0.55
4,42,"l1","50",0.444444444444444,0.55
4,42,"svmsig","50",0.555555555555556,0.55
4,42,"svmrad","50",0.444444444444444,0.55
4,42,"rf","50",0.555555555555556,0.65
5,39,"l2","1",0.625,0.5
5,39,"l1","1",0.75,0.866666666666667
5,39,"svmsig","1",0.625,0.866666666666667
5,39,"svmrad","1",0.25,0.133333333333333
5,39,"rf","1",0.75,0.866666666666667
5,39,"l2","2",0.375,0.266666666666667
5,39,"l1","2",0.625,0.5
5,39,"svmsig","2",0.25,0.266666666666667
5,39,"svmrad","2",0.625,0.733333333333333
5,39,"rf","2",0.25,0.266666666666667
