"size_iter","samples","cm","iter","acc","auc"
5,39,"l2","3",0.571428571428571,0.666666666666667
5,39,"l1","3",0.571428571428571,0.5
5,39,"svmsig","3",0.571428571428571,0.416666666666667
5,39,"svmrad","3",0.571428571428571,0.583333333333333
5,39,"rf","3",0.285714285714286,0.333333333333333
5,39,"l2","4",0.5,0.5
5,39,"l1","4",0.5,0.5
5,39,"svmsig","4",0.5,0.4375
5,39,"svmrad","4",0.5,0.4375
5,39,"rf","4",0.625,0.75
5,39,"l2","5",0.625,0.5
5,39,"l1","5",0.625,0.666666666666667
5,39,"svmsig","5",0.625,0.866666666666667
5,39,"svmrad","5",0.25,0.133333333333333
5,39,"rf","5",0.75,0.766666666666667
5,39,"l2","6",0.625,0.533333333333333
5,39,"l1","6",0.625,0.5
5,39,"svmsig","6",0.625,0.466666666666667
5,39,"svmrad","6",0.5,0.533333333333333
5,39,"rf","6",0.5,0.466666666666667
5,39,"l2","7",0.625,0.5
5,39,"l1","7",0.625,0.733333333333333
5,39,"svmsig","7",0.5,0.0666666666666667
5,39,"svmrad","7",0.125,0.0666666666666667
5,39,"rf","7",0.875,0.866666666666667
5,39,"l2","8",0.571428571428571,0.5
5,39,"l1","8",0.571428571428571,0.5
5,39,"svmsig","8",0.571428571428571,0.166666666666667
5,39,"svmrad","8",0.285714285714286,0.166666666666667
5,39,"rf","8",0.714285714285714,0.916666666666667
5,39,"l2","9",0.5,0.533333333333333
5,39,"l1","9",0.625,0.5
5,39,"svmsig","9",0.5,0.533333333333333
5,39,"svmrad","9",0.625,0.533333333333333
5,39,"rf","9",0.75,0.666666666666667
5,39,"l2","10",0.5,0.5
5,39,"l1","10",0.5,0.5
5,39,"svmsig","10",0.5,0.8125
5,39,"svmrad","10",0.5,0.8125
5,39,"rf","10",0.5,0.59375
5,39,"l2","11",0.625,0.5
5,39,"l1","11",0.625,0.733333333333333
5,39,"svmsig","11",0.125,0.2
5,39,"svmrad","11",0.25,0.2
5,39,"rf","11",0.625,0.866666666666667
5,39,"l2","12",0.571428571428571,1
5,39,"l1","12",0.714285714285714,0.666666666666667
5,39,"svmsig","12",0.714285714285714,0.666666666666667
5,39,"svmrad","12",0.571428571428571,0.666666666666667
5,39,"rf","12",0.714285714285714,1
5,39,"l2","13",0.625,0.333333333333333
5,39,"l1","13",0.625,0.5
5,39,"svmsig","13",0.625,0.533333333333333
5,39,"svmrad","13",0.5,0.466666666666667
5,39,"rf","13",0.5,0.6
5,39,"l2","14",0.571428571428571,0.5
5,39,"l1","14",0.571428571428571,0.5
5,39,"svmsig","14",0.428571428571429,0.416666666666667
5,39,"svmrad","14",0.428571428571429,0.583333333333333
5,39,"rf","14",0.428571428571429,0.583333333333333
5,39,"l2","15",0.555555555555556,0.5
5,39,"l1","15",0.555555555555556,0.5
5,39,"svmsig","15",0.555555555555556,0.5
5,39,"svmrad","15",0.555555555555556,0.5
5,39,"rf","15",0.555555555555556,0.5
5,39,"l2","16",0.444444444444444,0.6
5,39,"l1","16",0.555555555555556,0.5
5,39,"svmsig","16",0.444444444444444,0.6
5,39,"svmrad","16",0.555555555555556,0.6
5,39,"rf","16",0.555555555555556,0.65
5,39,"l2","17",0.571428571428571,0.583333333333333
5,39,"l1","17",0.714285714285714,0.5
5,39,"svmsig","17",0.571428571428571,0.333333333333333
5,39,"svmrad","17",0.571428571428571,0.333333333333333
5,39,"rf","17",0.714285714285714,0.666666666666667
5,39,"l2","18",0.625,0.533333333333333
5,39,"l1","18",0.625,0.5
5,39,"svmsig","18",0.625,0.533333333333333
5,39,"svmrad","18",0.5,0.466666666666667
5,39,"rf","18",0.625,0.666666666666667
5,39,"l2","19",0.571428571428571,0.5
5,39,"l1","19",0.571428571428571,0.5
5,39,"svmsig","19",0.571428571428571,0.583333333333333
5,39,"svmrad","19",0.571428571428571,0.416666666666667
5,39,"rf","19",0.571428571428571,0.75
5,39,"l2","20",0.625,0.733333333333333
5,39,"l1","20",0.625,0.5
5,39,"svmsig","20",0.625,0.733333333333333
5,39,"svmrad","20",0.625,0.733333333333333
5,39,"rf","20",0.75,1
5,39,"l2","21",0.5,0.266666666666667
5,39,"l1","21",0.625,0.5
5,39,"svmsig","21",0.5,0.133333333333333
5,39,"svmrad","21",0.625,0.866666666666667
5,39,"rf","21",0.375,0.533333333333333
5,39,"l2","22",0.75,0.6
5,39,"l1","22",0.625,0.5
5,39,"svmsig","22",0.75,0.533333333333333
5,39,"svmrad","22",0.5,0.466666666666667
5,39,"rf","22",0.75,0.6
5,39,"l2","23",0.555555555555556,0.75
5,39,"l1","23",0.666666666666667,0.8
5,39,"svmsig","23",0.666666666666667,0.7
5,39,"svmrad","23",0.555555555555556,0.3
5,39,"rf","23",0.555555555555556,0.7
5,39,"l2","24",0.571428571428571,0.5
5,39,"l1","24",0.571428571428571,0.5
5,39,"svmsig","24",0.571428571428571,0.75
5,39,"svmrad","24",0.571428571428571,0.25
5,39,"rf","24",0.571428571428571,0.75
5,39,"l2","25",0.571428571428571,0.5
5,39,"l1","25",0.714285714285714,0.666666666666667
5,39,"svmsig","25",0.571428571428571,0.75
5,39,"svmrad","25",0.571428571428571,0.25
5,39,"rf","25",0.571428571428571,0.666666666666667
5,39,"l2","26",0.5,0.5
5,39,"l1","26",0.5,0.5
5,39,"svmsig","26",0.375,0.125
5,39,"svmrad","26",0.25,0.125
5,39,"rf","26",0.625,0.5
5,39,"l2","27",0.571428571428571,0.5
5,39,"l1","27",0.571428571428571,0.416666666666667
5,39,"svmsig","27",0.571428571428571,0.5
5,39,"svmrad","27",0.428571428571429,0.5
5,39,"rf","27",0.571428571428571,0.5
5,39,"l2","28",0.625,0.666666666666667
5,39,"l1","28",0.625,0.5
5,39,"svmsig","28",0.625,0.533333333333333
5,39,"svmrad","28",0.625,0.466666666666667
5,39,"rf","28",0.625,0.866666666666667
5,39,"l2","29",0.625,0.466666666666667
5,39,"l1","29",0.625,0.5
5,39,"svmsig","29",0.625,0.466666666666667
5,39,"svmrad","29",0.5,0.533333333333333
5,39,"rf","29",0.625,0.466666666666667
5,39,"l2","30",0.625,0.4
5,39,"l1","30",0.625,0.5
5,39,"svmsig","30",0.5,0.466666666666667
5,39,"svmrad","30",0.625,0.466666666666667
5,39,"rf","30",0.75,0.333333333333333
5,39,"l2","31",0.625,0.5
5,39,"l1","31",0.625,0.5
5,39,"svmsig","31",0.5,0.533333333333333
5,39,"svmrad","31",0.5,0.466666666666667
5,39,"rf","31",0.5,0.6
5,39,"l2","32",0.625,0.5
5,39,"l1","32",0.625,0.5
5,39,"svmsig","32",0.5,0.266666666666667
5,39,"svmrad","32",0.25,0.266666666666667
5,39,"rf","32",0.75,1
5,39,"l2","33",0.714285714285714,0.833333333333333
5,39,"l1","33",0.571428571428571,0.5
5,39,"svmsig","33",0.571428571428571,0.75
5,39,"svmrad","33",0.428571428571429,0.25
5,39,"rf","33",0.857142857142857,0.75
5,39,"l2","34",0.555555555555556,0.5
5,39,"l1","34",0.555555555555556,0.5
5,39,"svmsig","34",0.333333333333333,0.35
5,39,"svmrad","34",0.555555555555556,0.35
5,39,"rf","34",0.555555555555556,0.45
5,39,"l2","35",0.571428571428571,0.5
5,39,"l1","35",0.571428571428571,0.5
5,39,"svmsig","35",0.571428571428571,0.75
5,39,"svmrad","35",0.285714285714286,0.25
5,39,"rf","35",0.714285714285714,0.75
5,39,"l2","36",0.555555555555556,0.55
5,39,"l1","36",0.555555555555556,0.5
5,39,"svmsig","36",0.444444444444444,0.6
5,39,"svmrad","36",0.444444444444444,0.6
5,39,"rf","36",0.444444444444444,0.7
5,39,"l2","37",0.625,0.733333333333333
5,39,"l1","37",0.625,0.666666666666667
5,39,"svmsig","37",0.75,0.733333333333333
5,39,"svmrad","37",0.5,0.266666666666667
5,39,"rf","37",0.75,0.8
5,39,"l2","38",0.571428571428571,0.666666666666667
5,39,"l1","38",0.571428571428571,0.583333333333333
5,39,"svmsig","38",0.714285714285714,0.5
5,39,"svmrad","38",0.571428571428571,0.5
5,39,"rf","38",0.714285714285714,0.833333333333333
5,39,"l2","39",0.571428571428571,0.5
5,39,"l1","39",0.571428571428571,0.5
5,39,"svmsig","39",0.714285714285714,0.75
5,39,"svmrad","39",0.428571428571429,0.25
5,39,"rf","39",0.857142857142857,0.916666666666667
5,39,"l2","40",0.625,0.5
5,39,"l1","40",0.625,0.5
5,39,"svmsig","40",0.625,0.666666666666667
5,39,"svmrad","40",0.75,0.666666666666667
5,39,"rf","40",0.625,0.666666666666667
5,39,"l2","41",0.571428571428571,0.666666666666667
5,39,"l1","41",0.571428571428571,0.5
5,39,"svmsig","41",0.571428571428571,0.583333333333333
5,39,"svmrad","41",0.571428571428571,0.583333333333333
5,39,"rf","41",0.571428571428571,0.75
5,39,"l2","42",0.625,0.666666666666667
5,39,"l1","42",0.625,0.466666666666667
5,39,"svmsig","42",0.625,0.733333333333333
5,39,"svmrad","42",0.625,0.266666666666667
5,39,"rf","42",0.75,0.6
5,39,"l2","43",0.555555555555556,0.5
5,39,"l1","43",0.555555555555556,0.5
5,39,"svmsig","43",0.444444444444444,0.8
5,39,"svmrad","43",0.555555555555556,0.2
5,39,"rf","43",0.777777777777778,0.8
5,39,"l2","44",0.571428571428571,0.0833333333333333
5,39,"l1","44",0.571428571428571,0.5
5,39,"svmsig","44",0.428571428571429,0
5,39,"svmrad","44",0.571428571428571,1
5,39,"rf","44",0.428571428571429,0.166666666666667
5,39,"l2","45",0.625,0.666666666666667
5,39,"l1","45",0.625,0.5
5,39,"svmsig","45",0.625,0.733333333333333
5,39,"svmrad","45",0.5,0.266666666666667
5,39,"rf","45",0.5,0.8
5,39,"l2","46",0.5,0.466666666666667
5,39,"l1","46",0.625,0.333333333333333
5,39,"svmsig","46",0.5,0.466666666666667
5,39,"svmrad","46",0.5,0.533333333333333
5,39,"rf","46",0.5,0.6
5,39,"l2","47",0.5,0.5
5,39,"l1","47",0.5,0.8125
5,39,"svmsig","47",0.5,0.75
5,39,"svmrad","47",0.5,0.25
5,39,"rf","47",0.75,1
5,39,"l2","48",0.625,0.5
5,39,"l1","48",0.625,0.5
5,39,"svmsig","48",0.625,0.266666666666667
5,39,"svmrad","48",0.25,0.266666666666667
5,39,"rf","48",0.5,0.666666666666667
5,39,"l2","49",0.571428571428571,0.583333333333333
5,39,"l1","49",0.714285714285714,0.666666666666667
5,39,"svmsig","49",0.571428571428571,0.416666666666667
5,39,"svmrad","49",0.571428571428571,0.583333333333333
5,39,"rf","49",0.714285714285714,0.458333333333333
5,39,"l2","50",0.625,0.5
5,39,"l1","50",0.625,0.5
5,39,"svmsig","50",0.625,0.333333333333333
5,39,"svmrad","50",0.375,0.333333333333333
5,39,"rf","50",0.625,0.8
6,36,"l2","1",0.571428571428571,0.666666666666667
6,36,"l1","1",0.571428571428571,0.5
6,36,"svmsig","1",0.571428571428571,0.583333333333333
6,36,"svmrad","1",0.571428571428571,0.583333333333333
6,36,"rf","1",0.571428571428571,0.666666666666667
6,36,"l2","2",0.714285714285714,0.75
6,36,"l1","2",0.571428571428571,0.5
6,36,"svmsig","2",0.714285714285714,0.833333333333333
6,36,"svmrad","2",0.714285714285714,0.833333333333333
6,36,"rf","2",0.857142857142857,0.916666666666667
6,36,"l2","3",0.571428571428571,0.833333333333333
6,36,"l1","3",0.571428571428571,0.5
6,36,"svmsig","3",0.571428571428571,0.666666666666667
6,36,"svmrad","3",0.571428571428571,0.666666666666667
6,36,"rf","3",0.714285714285714,0.5
6,36,"l2","4",0.625,0.733333333333333
6,36,"l1","4",0.625,0.5
6,36,"svmsig","4",0.625,0.533333333333333
6,36,"svmrad","4",0.5,0.533333333333333
6,36,"rf","4",0.375,0.466666666666667
6,36,"l2","5",0.571428571428571,0.5
6,36,"l1","5",0.571428571428571,0.5
6,36,"svmsig","5",0.571428571428571,1
6,36,"svmrad","5",0.571428571428571,0
6,36,"rf","5",0.571428571428571,0.833333333333333
6,36,"l2","6",0.571428571428571,0.666666666666667
6,36,"l1","6",0.571428571428571,0.5
6,36,"svmsig","6",0.714285714285714,0.583333333333333
6,36,"svmrad","6",0.714285714285714,0.583333333333333
6,36,"rf","6",0.714285714285714,0.416666666666667
6,36,"l2","7",0.571428571428571,0.666666666666667
6,36,"l1","7",0.571428571428571,0.5
6,36,"svmsig","7",0.428571428571429,0.75
6,36,"svmrad","7",0.428571428571429,0.75
6,36,"rf","7",0.428571428571429,0.5
6,36,"l2","8",0.571428571428571,0.5
6,36,"l1","8",0.571428571428571,0.5
6,36,"svmsig","8",0.571428571428571,0.583333333333333
6,36,"svmrad","8",0.714285714285714,0.583333333333333
6,36,"rf","8",0.285714285714286,0.416666666666667
6,36,"l2","9",0.714285714285714,0.833333333333333
6,36,"l1","9",0.857142857142857,0.916666666666667
6,36,"svmsig","9",0.857142857142857,0.833333333333333
6,36,"svmrad","9",0.571428571428571,0.166666666666667
6,36,"rf","9",0.857142857142857,0.666666666666667
6,36,"l2","10",0.625,0.5
6,36,"l1","10",0.75,0.8
6,36,"svmsig","10",0.75,0.666666666666667
6,36,"svmrad","10",0.75,0.666666666666667
6,36,"rf","10",0.625,0.733333333333333
6,36,"l2","11",0.571428571428571,0.583333333333333
6,36,"l1","11",0.571428571428571,0.5
6,36,"svmsig","11",0.285714285714286,0.5
6,36,"svmrad","11",0.285714285714286,0.5
6,36,"rf","11",0.714285714285714,0.666666666666667
6,36,"l2","12",0.571428571428571,0.5
6,36,"l1","12",0.571428571428571,0.666666666666667
6,36,"svmsig","12",0.571428571428571,0.583333333333333
6,36,"svmrad","12",0.571428571428571,0.583333333333333
6,36,"rf","12",0.571428571428571,0.5
6,36,"l2","13",0.625,0.5
6,36,"l1","13",0.625,0.5
6,36,"svmsig","13",0.625,0.666666666666667
6,36,"svmrad","13",0.625,0.666666666666667
6,36,"rf","13",0.75,0.733333333333333
6,36,"l2","14",0.571428571428571,0.666666666666667
6,36,"l1","14",0.428571428571429,0.416666666666667
6,36,"svmsig","14",0.714285714285714,0.666666666666667
6,36,"svmrad","14",0.714285714285714,0.666666666666667
6,36,"rf","14",0.714285714285714,0.666666666666667
6,36,"l2","15",0.714285714285714,0.916666666666667
6,36,"l1","15",0.714285714285714,0.75
6,36,"svmsig","15",0.857142857142857,0.833333333333333
6,36,"svmrad","15",0.714285714285714,0.833333333333333
6,36,"rf","15",0.714285714285714,0.833333333333333
6,36,"l2","16",0.571428571428571,0.583333333333333
6,36,"l1","16",0.571428571428571,0.666666666666667
6,36,"svmsig","16",0.571428571428571,0.583333333333333
6,36,"svmrad","16",0.571428571428571,0.583333333333333
6,36,"rf","16",0.571428571428571,0.583333333333333
6,36,"l2","17",0.625,0.5
6,36,"l1","17",0.625,0.5
6,36,"svmsig","17",0.75,0.533333333333333
6,36,"svmrad","17",0.625,0.466666666666667
6,36,"rf","17",0.75,0.8
6,36,"l2","18",0.571428571428571,0.916666666666667
6,36,"l1","18",0.571428571428571,0.5
6,36,"svmsig","18",0.857142857142857,0.833333333333333
6,36,"svmrad","18",0.571428571428571,0.833333333333333
6,36,"rf","18",0.857142857142857,0.916666666666667
6,36,"l2","19",0.571428571428571,0.5
6,36,"l1","19",0.571428571428571,0.5
6,36,"svmsig","19",0.285714285714286,0.5
6,36,"svmrad","19",0.285714285714286,0.5
6,36,"rf","19",0.285714285714286,0.416666666666667
6,36,"l2","20",0.428571428571429,0.5
6,36,"l1","20",0.571428571428571,0.5
6,36,"svmsig","20",0.428571428571429,0.416666666666667
6,36,"svmrad","20",0.428571428571429,0.416666666666667
6,36,"rf","20",0.571428571428571,0.25
6,36,"l2","21",0.428571428571429,0.5
6,36,"l1","21",0.285714285714286,0.25
6,36,"svmsig","21",0.428571428571429,0.583333333333333
6,36,"svmrad","21",0.428571428571429,0.583333333333333
6,36,"rf","21",0.428571428571429,0.5
6,36,"l2","22",0.625,0.5
6,36,"l1","22",0.625,0.333333333333333
6,36,"svmsig","22",0.5,0.266666666666667
6,36,"svmrad","22",0.625,0.733333333333333
6,36,"rf","22",0.625,0.533333333333333
6,36,"l2","23",0.571428571428571,0.75
6,36,"l1","23",0.571428571428571,0.5
6,36,"svmsig","23",0.428571428571429,0.75
6,36,"svmrad","23",0.571428571428571,0.75
6,36,"rf","23",0.714285714285714,0.666666666666667
6,36,"l2","24",0.571428571428571,0.666666666666667
6,36,"l1","24",0.571428571428571,0.791666666666667
6,36,"svmsig","24",0.428571428571429,0.5
6,36,"svmrad","24",0.571428571428571,0.5
6,36,"rf","24",0.571428571428571,0.75
6,36,"l2","25",0.571428571428571,0.666666666666667
6,36,"l1","25",0.571428571428571,0.5
6,36,"svmsig","25",0.571428571428571,0.583333333333333
6,36,"svmrad","25",0.571428571428571,0.583333333333333
6,36,"rf","25",0.571428571428571,0.666666666666667
6,36,"l2","26",0.714285714285714,0.666666666666667
6,36,"l1","26",0.571428571428571,0.5
6,36,"svmsig","26",0.714285714285714,0.583333333333333
6,36,"svmrad","26",0.571428571428571,0.583333333333333
6,36,"rf","26",0.714285714285714,0.75
6,36,"l2","27",0.428571428571429,0.583333333333333
6,36,"l1","27",0.571428571428571,0.5
6,36,"svmsig","27",0.428571428571429,0.666666666666667
6,36,"svmrad","27",0.428571428571429,0.666666666666667
6,36,"rf","27",0.428571428571429,0.5
6,36,"l2","28",0.571428571428571,0.5
6,36,"l1","28",0.571428571428571,0.5
6,36,"svmsig","28",0.428571428571429,0.5
6,36,"svmrad","28",0.428571428571429,0.5
6,36,"rf","28",0.571428571428571,0.5
6,36,"l2","29",0.571428571428571,0.666666666666667
6,36,"l1","29",0.285714285714286,0.5
6,36,"svmsig","29",0.571428571428571,0.75
6,36,"svmrad","29",0.714285714285714,0.75
6,36,"rf","29",0.714285714285714,0.666666666666667
6,36,"l2","30",0.625,0.466666666666667
6,36,"l1","30",0.625,0.5
6,36,"svmsig","30",0.375,0.4
6,36,"svmrad","30",0.5,0.4
6,36,"rf","30",0.5,0.533333333333333
6,36,"l2","31",0.285714285714286,0.333333333333333
6,36,"l1","31",0.428571428571429,0.25
6,36,"svmsig","31",0.428571428571429,0.25
6,36,"svmrad","31",0.428571428571429,0.25
6,36,"rf","31",0.428571428571429,0.416666666666667
6,36,"l2","32",0.625,0.5
6,36,"l1","32",0.625,0.5
6,36,"svmsig","32",0.75,0.733333333333333
6,36,"svmrad","32",0.75,0.733333333333333
6,36,"rf","32",0.625,0.666666666666667
6,36,"l2","33",0.714285714285714,0.833333333333333
6,36,"l1","33",0.714285714285714,0.583333333333333
6,36,"svmsig","33",0.714285714285714,0.833333333333333
6,36,"svmrad","33",0.714285714285714,0.833333333333333
6,36,"rf","33",0.857142857142857,1
6,36,"l2","34",0.428571428571429,0.0833333333333333
6,36,"l1","34",0.571428571428571,0.5
6,36,"svmsig","34",0.285714285714286,0
6,36,"svmrad","34",0.285714285714286,0
6,36,"rf","34",0.428571428571429,0.25
6,36,"l2","35",0.571428571428571,0.833333333333333
6,36,"l1","35",0.571428571428571,0.666666666666667
6,36,"svmsig","35",0.571428571428571,0.833333333333333
6,36,"svmrad","35",0.571428571428571,0.833333333333333
6,36,"rf","35",0.571428571428571,0.833333333333333
6,36,"l2","36",0.571428571428571,0.75
6,36,"l1","36",0.571428571428571,0.5
6,36,"svmsig","36",0.857142857142857,0.916666666666667
6,36,"svmrad","36",0.714285714285714,0.916666666666667
6,36,"rf","36",0.857142857142857,0.916666666666667
6,36,"l2","37",0.571428571428571,0.5
6,36,"l1","37",0.571428571428571,0.5
6,36,"svmsig","37",0.428571428571429,0.5
6,36,"svmrad","37",0.428571428571429,0.5
6,36,"rf","37",0.428571428571429,0.333333333333333
6,36,"l2","38",0.571428571428571,0.5
6,36,"l1","38",0.571428571428571,0.5
6,36,"svmsig","38",0.714285714285714,0.666666666666667
6,36,"svmrad","38",0.428571428571429,0.333333333333333
6,36,"rf","38",0.857142857142857,0.833333333333333
6,36,"l2","39",0.428571428571429,0.5
6,36,"l1","39",0.428571428571429,0.416666666666667
6,36,"svmsig","39",0.285714285714286,0.5
6,36,"svmrad","39",0.428571428571429,0.5
6,36,"rf","39",0.285714285714286,0.5
6,36,"l2","40",0.625,0.733333333333333
6,36,"l1","40",0.625,0.5
6,36,"svmsig","40",0.875,0.866666666666667
6,36,"svmrad","40",0.75,0.866666666666667
6,36,"rf","40",0.875,1
6,36,"l2","41",0.571428571428571,0.5
6,36,"l1","41",0.571428571428571,0.583333333333333
6,36,"svmsig","41",0.571428571428571,0.833333333333333
6,36,"svmrad","41",0.428571428571429,0.166666666666667
6,36,"rf","41",0.571428571428571,0.833333333333333
6,36,"l2","42",0.571428571428571,0.666666666666667
6,36,"l1","42",0.714285714285714,0.666666666666667
6,36,"svmsig","42",0.571428571428571,0.75
6,36,"svmrad","42",0.571428571428571,0.75
6,36,"rf","42",0.571428571428571,0.708333333333333
6,36,"l2","43",0.5,0.266666666666667
6,36,"l1","43",0.625,0.5
6,36,"svmsig","43",0.5,0.466666666666667
6,36,"svmrad","43",0.5,0.466666666666667
6,36,"rf","43",0.5,0.466666666666667
6,36,"l2","44",0.571428571428571,0.833333333333333
6,36,"l1","44",0.571428571428571,0.5
6,36,"svmsig","44",0.714285714285714,0.833333333333333
6,36,"svmrad","44",0.571428571428571,0.833333333333333
6,36,"rf","44",0.714285714285714,0.75
6,36,"l2","45",0.571428571428571,0.666666666666667
6,36,"l1","45",0.571428571428571,0.5
6,36,"svmsig","45",0.428571428571429,0.5
6,36,"svmrad","45",0.571428571428571,0.5
6,36,"rf","45",0.428571428571429,0.583333333333333
6,36,"l2","46",0.428571428571429,0.5
6,36,"l1","46",0.571428571428571,0.5
6,36,"svmsig","46",0.428571428571429,0.416666666666667
6,36,"svmrad","46",0.428571428571429,0.416666666666667
6,36,"rf","46",0.285714285714286,0.5
6,36,"l2","47",0.571428571428571,0.666666666666667
6,36,"l1","47",0.571428571428571,0.5
